RDD, TF, n, Tardiness BestFirst, Runtime BestFirst, Tardiness Greedy, Runtime Greedy, Tardiness Exact, Runtime Exact, Epsilon, Tardiness Approx, Runtime Approx, Epsilon, Tardiness Approx, Runtime Approx, Epsilon, Tardiness Approx, Runtime Approx, Epsilon, Tardiness Approx, Runtime Approx
0.4, 1.0, 40, N/A, N/A, , 0, 31630.0, 368, 0.1, , 60, 0.5, , 30, 1.0, , 30, 2.0, , 30
0.4, 1.0, 45, N/A, N/A, , 30, 32751.0, 360, 0.1, , 30, 0.5, , 0, 1.0, , 30, 2.0, , 30
0.4, 1.0, 5, N/A, N/A, , 60, 604.0, 96, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 30
0.4, 1.0, 50, N/A, N/A, , 30, 38905.0, 466, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 30
0.4, 1.0, 55, N/A, N/A, , 0, 59271.0, 538, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 0
0.4, 1.0, 60, N/A, N/A, , 60, 73786.0, 483, 0.1, , 30, 0.5, , 30, 1.0, , 0, 2.0, , 30
0.4, 1.0, 65, N/A, N/A, , 0, 74714.0, 633, 0.1, , 0, 0.5, , 0, 1.0, , 0, 2.0, , 0
0.4, 1.0, 70, N/A, N/A, , 0, 91448.0, 633, 0.1, , 30, 0.5, , 60, 1.0, , 30, 2.0, , 0
0.4, 1.0, 75, N/A, N/A, , 30, 85601.0, 738, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 0
0.4, 1.0, 80, N/A, N/A, , 30, 131296.0, 745, 0.1, , 30, 0.5, , 0, 1.0, , 30, 2.0, , 60
0.4, 1.0, 85, N/A, N/A, , 60, 123188.0, 974, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 0
0.4, 1.0, 90, N/A, N/A, , 60, 131567.0, 1285, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 30
0.4, 1.0, 95, N/A, N/A, , 60, 150729.0, 1181, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 30
0.6, 0.2, 10, N/A, N/A, , 30, 3.0, 104, 0.1, , 30, 0.5, , 0, 1.0, , 30, 2.0, , 30
0.6, 0.2, 100, N/A, N/A, , 0, 0.0, 378, 0.1, , 30, 0.5, , 0, 1.0, , 30, 2.0, , 30
0.6, 0.2, 15, N/A, N/A, , 0, 0.0, 108, 0.1, , 30, 0.5, , 0, 1.0, , 60, 2.0, , 30
0.6, 0.2, 20, N/A, N/A, , 0, 0.0, 125, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 0
0.6, 0.2, 25, N/A, N/A, , 0, 0.0, 144, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 0
0.6, 0.2, 30, N/A, N/A, , 30, 0.0, 158, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 0
0.6, 0.2, 35, N/A, N/A, , 30, 0.0, 177, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 30
0.6, 0.2, 40, N/A, N/A, , 30, 0.0, 198, 0.1, , 30, 0.5, , 0, 1.0, , 30, 2.0, , 30
0.6, 0.2, 45, N/A, N/A, , 0, 0.0, 223, 0.1, , 0, 0.5, , 30, 1.0, , 30, 2.0, , 0
0.6, 0.2, 5, N/A, N/A, , 30, 2.0, 89, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 60
0.6, 0.2, 50, N/A, N/A, , 30, 0.0, 228, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 30
0.6, 0.2, 55, N/A, N/A, , 30, 0.0, 243, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 30
0.6, 0.2, 60, N/A, N/A, , 30, 0.0, 254, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 0
0.6, 0.2, 65, N/A, N/A, , 0, 0.0, 260, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 0
0.6, 0.2, 70, N/A, N/A, , 60, 0.0, 272, 0.1, , 0, 0.5, , 0, 1.0, , 0, 2.0, , 60
0.6, 0.2, 75, N/A, N/A, , 0, 0.0, 286, 0.1, , 0, 0.5, , 0, 1.0, , 0, 2.0, , 30
0.6, 0.2, 80, N/A, N/A, , 0, 0.0, 306, 0.1, , 0, 0.5, , 0, 1.0, , 0, 2.0, , 0
0.6, 0.2, 85, N/A, N/A, , 0, 0.0, 322, 0.1, , 30, 0.5, , 30, 1.0, , 0, 2.0, , 0
0.6, 0.2, 90, N/A, N/A, , 0, 0.0, 336, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 0
0.6, 0.2, 95, N/A, N/A, , 30, 0.0, 351, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 30
0.6, 0.4, 10, N/A, N/A, , 30, 126.0, 118, 0.1, , 0, 0.5, , 0, 1.0, , 0, 2.0, , 0
0.6, 0.4, 100, N/A, N/A, , 30, 5216.0, 4663, 0.1, , 30, 0.5, , 30, 1.0, , 0, 2.0, , 0
0.6, 0.4, 15, N/A, N/A, , 30, 81.0, 132, 0.1, , 30, 0.5, , 30, 1.0, , 0, 2.0, , 0
0.6, 0.4, 20, N/A, N/A, , 30, 244.0, 148, 0.1, , 0, 0.5, , 0, 1.0, , 0, 2.0, , 30
0.6, 0.4, 25, N/A, N/A, , 30, 520.0, 179, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 30
0.6, 0.4, 30, N/A, N/A, , 30, 1013.0, 237, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 0
0.6, 0.4, 35, N/A, N/A, , 60, 1543.0, 457, 0.1, , 30, 0.5, , 30, 1.0, , 0, 2.0, , 60
0.6, 0.4, 40, N/A, N/A, , 0, 549.0, 318, 0.1, , 30, 0.5, , 30, 1.0, , 0, 2.0, , 0
0.6, 0.4, 45, N/A, N/A, , 0, 668.0, 300, 0.1, , 60, 0.5, , 0, 1.0, , 30, 2.0, , 30
0.6, 0.4, 5, N/A, N/A, , 30, 53.0, 87, 0.1, , 0, 0.5, , 30, 1.0, , 30, 2.0, , 30
0.6, 0.4, 50, N/A, N/A, , 60, 927.0, 386, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 30
0.6, 0.4, 55, N/A, N/A, , 0, 1716.0, 796, 0.1, , 30, 0.5, , 0, 1.0, , 30, 2.0, , 30
0.6, 0.4, 60, N/A, N/A, , 0, 3075.0, 843, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 0
0.6, 0.4, 65, N/A, N/A, , 30, 2127.0, 928, 0.1, , 0, 0.5, , 30, 1.0, , 30, 2.0, , 0
0.6, 0.4, 70, N/A, N/A, , 0, 2111.0, 739, 0.1, , 30, 0.5, , 0, 1.0, , 30, 2.0, , 30
0.6, 0.4, 75, N/A, N/A, , 0, 2409.0, 1587, 0.1, , 30, 0.5, , 0, 1.0, , 60, 2.0, , 30
0.6, 0.4, 80, N/A, N/A, , 30, 1835.0, 608, 0.1, , 30, 0.5, , 0, 1.0, , 30, 2.0, , 0
0.6, 0.4, 85, N/A, N/A, , 30, 1674.0, 890, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 30
0.6, 0.4, 90, N/A, N/A, , 0, 7968.0, 6354, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 30
0.6, 0.4, 95, N/A, N/A, , 0, 2608.0, 1402, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 30
0.6, 0.6, 10, N/A, N/A, , 30, 506.0, 117, 0.1, , 0, 0.5, , 0, 1.0, , 0, 2.0, , 60
0.6, 0.6, 100, N/A, N/A, , 0, 36753.0, 252448, 0.1, , 30, 0.5, , 30, 1.0, , 60, 2.0, , 0
0.6, 0.6, 15, N/A, N/A, , 30, 1082.0, 156, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 0
0.6, 0.6, 20, N/A, N/A, , 60, 1372.0, 200, 0.1, , 0, 0.5, , 30, 1.0, , 30, 2.0, , 30
0.6, 0.6, 25, N/A, N/A, , 0, 2861.0, 287, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 0
0.6, 0.6, 30, N/A, N/A, , 60, 3125.0, 639, 0.1, , 30, 0.5, , 30, 1.0, , 0, 2.0, , 0
0.6, 0.6, 35, N/A, N/A, , 30, 5390.0, 808, 0.1, , 0, 0.5, , 30, 1.0, , 0, 2.0, , 0
0.6, 0.6, 40, N/A, N/A, , 0, 7478.0, 1098, 0.1, , 30, 0.5, , 30, 1.0, , 0, 2.0, , 0
0.6, 0.6, 45, N/A, N/A, , 0, 7129.0, 1515, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 30
0.6, 0.6, 5, N/A, N/A, , 30, 99.0, 88, 0.1, , 60, 0.5, , 30, 1.0, , 0, 2.0, , 30
0.6, 0.6, 50, N/A, N/A, , 60, 6866.0, 3608, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 0
0.6, 0.6, 55, N/A, N/A, , 30, 8771.0, 1069, 0.1, , 30, 0.5, , 0, 1.0, , 60, 2.0, , 30
0.6, 0.6, 60, N/A, N/A, , 30, 10767.0, 1397, 0.1, , 30, 0.5, , 0, 1.0, , 30, 2.0, , 0
0.6, 0.6, 65, N/A, N/A, , 30, 11983.0, 6171, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 0
0.6, 0.6, 70, N/A, N/A, , 30, 20146.0, 16960, 0.1, , 30, 0.5, , 30, 1.0, , 60, 2.0, , 30
0.6, 0.6, 75, N/A, N/A, , 0, 15389.0, 3839, 0.1, , 30, 0.5, , 0, 1.0, , 30, 2.0, , 30
0.6, 0.6, 80, N/A, N/A, , 0, 13491.0, 7460, 0.1, , 0, 0.5, , 0, 1.0, , 0, 2.0, , 0
0.6, 0.6, 85, N/A, N/A, , 30, 19165.0, 12175, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 0
0.6, 0.6, 90, N/A, N/A, , 30, 29086.0, 33000, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 30
0.6, 0.6, 95, N/A, N/A, , 0, 33624.0, 46015, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 0
0.6, 0.8, 10, N/A, N/A, , 0, 1152.0, 154, 0.1, , 60, 0.5, , 30, 1.0, , 30, 2.0, , 30
0.6, 0.8, 100, N/A, N/A, , 0, 79189.0, 6057, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 30
0.6, 0.8, 15, N/A, N/A, , 0, 2349.0, 153, 0.1, , 30, 0.5, , 30, 1.0, , 0, 2.0, , 0
0.6, 0.8, 20, N/A, N/A, , 30, 3980.0, 204, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 60
0.6, 0.8, 25, N/A, N/A, , 0, 6805.0, 219, 0.1, , 0, 0.5, , 60, 1.0, , 30, 2.0, , 0
0.6, 0.8, 30, N/A, N/A, , 30, 8517.0, 470, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 60
0.6, 0.8, 35, N/A, N/A, , 30, 9777.0, 465, 0.1, , 60, 0.5, , 30, 1.0, , 60, 2.0, , 30
0.6, 0.8, 40, N/A, N/A, , 0, 17005.0, 607, 0.1, , 0, 0.5, , 30, 1.0, , 30, 2.0, , 0
0.6, 0.8, 45, N/A, N/A, , 30, 20273.0, 691, 0.1, , 30, 0.5, , 60, 1.0, , 0, 2.0, , 30
0.6, 0.8, 5, N/A, N/A, , 30, 297.0, 92, 0.1, , 0, 0.5, , 60, 1.0, , 0, 2.0, , 0
0.6, 0.8, 50, N/A, N/A, , 0, 27736.0, 714, 0.1, , 0, 0.5, , 30, 1.0, , 0, 2.0, , 0
0.6, 0.8, 55, N/A, N/A, , 0, 27780.0, 1017, 0.1, , 30, 0.5, , 843, 1.0, , 30, 2.0, , 0
0.6, 0.8, 60, N/A, N/A, , 60, 23152.0, 1827, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 0
0.6, 0.8, 65, N/A, N/A, , 30, 35860.0, 2232, 0.1, , 60, 0.5, , 30, 1.0, , 0, 2.0, , 30
0.6, 0.8, 70, N/A, N/A, , 30, 48167.0, 2001, 0.1, , 30, 0.5, , 30, 1.0, , 0, 2.0, , 0
0.6, 0.8, 75, N/A, N/A, , 0, 45497.0, 2158, 0.1, , 0, 0.5, , 0, 1.0, , 0, 2.0, , 0
0.6, 0.8, 80, N/A, N/A, , 30, 59236.0, 2502, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 30
0.6, 0.8, 85, N/A, N/A, , 30, 59427.0, 3562, 0.1, , 60, 0.5, , 0, 1.0, , 30, 2.0, , 0
0.6, 0.8, 90, N/A, N/A, , 30, 56946.0, 6453, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 30
0.6, 0.8, 95, N/A, N/A, , 30, 100515.0, 6091, 0.1, , 30, 0.5, , 60, 1.0, , 0, 2.0, , 0
0.6, 1.0, 10, N/A, N/A, , 0, 1867.0, 149, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 30
0.6, 1.0, 100, N/A, N/A, , 30, 182844.0, 1600, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 30
0.6, 1.0, 15, N/A, N/A, , 0, 3597.0, 147, 0.1, , 60, 0.5, , 0, 1.0, , 0, 2.0, , 0
0.6, 1.0, 20, N/A, N/A, , 0, 7565.0, 163, 0.1, , 0, 0.5, , 0, 1.0, , 0, 2.0, , 0
0.6, 1.0, 25, N/A, N/A, , 30, 11818.0, 183, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 30
0.6, 1.0, 30, N/A, N/A, , 0, 17646.0, 213, 0.1, , 0, 0.5, , 30, 1.0, , 0, 2.0, , 30
0.6, 1.0, 35, N/A, N/A, , 30, 18854.0, 274, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 30
0.6, 1.0, 40, N/A, N/A, , 60, 28324.0, 380, 0.1, , 0, 0.5, , 0, 1.0, , 0, 2.0, , 30
0.6, 1.0, 45, N/A, N/A, , 0, 35706.0, 503, 0.1, , 0, 0.5, , 0, 1.0, , 0, 2.0, , 30
0.6, 1.0, 5, N/A, N/A, , 0, 496.0, 106, 0.1, , 0, 0.5, , 30, 1.0, , 30, 2.0, , 30
0.6, 1.0, 50, N/A, N/A, , 30, 43998.0, 566, 0.1, , 0, 0.5, , 30, 1.0, , 30, 2.0, , 30
0.6, 1.0, 55, N/A, N/A, , 0, 54506.0, 458, 0.1, , 0, 0.5, , 873, 1.0, , 0, 2.0, , 0
0.6, 1.0, 60, N/A, N/A, , 60, 73412.0, 550, 0.1, , 0, 0.5, , 30, 1.0, , 30, 2.0, , 30
0.6, 1.0, 65, N/A, N/A, , 30, 73834.0, 947, 0.1, , 0, 0.5, , 60, 1.0, , 30, 2.0, , 60
0.6, 1.0, 70, N/A, N/A, , 30, 84680.0, 856, 0.1, , 0, 0.5, , 30, 1.0, , 0, 2.0, , 30
0.6, 1.0, 75, N/A, N/A, , 60, 108631.0, 929, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 30
0.6, 1.0, 80, N/A, N/A, , 0, 114628.0, 946, 0.1, , 30, 0.5, , 30, 1.0, , 0, 2.0, , 0
0.6, 1.0, 85, N/A, N/A, , 30, 142345.0, 877, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 0
0.6, 1.0, 90, N/A, N/A, , 0, 121619.0, 1789, 0.1, , 0, 0.5, , 30, 1.0, , 30, 2.0, , 60
0.6, 1.0, 95, N/A, N/A, , 30, 164996.0, 1350, 0.1, , 0, 0.5, , 0, 1.0, , 0, 2.0, , 30
0.8, 0.2, 10, N/A, N/A, , 60, 0.0, 100, 0.1, , 60, 0.5, , 30, 1.0, , 30, 2.0, , 30
0.8, 0.2, 100, N/A, N/A, , 30, 0.0, 393, 0.1, , 0, 0.5, , 30, 1.0, , 0, 2.0, , 30
0.8, 0.2, 15, N/A, N/A, , 60, 0.0, 108, 0.1, , 0, 0.5, , 30, 1.0, , 30, 2.0, , 30
0.8, 0.2, 20, N/A, N/A, , 30, 0.0, 134, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 30
0.8, 0.2, 25, N/A, N/A, , 60, 0.0, 144, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 30
0.8, 0.2, 30, N/A, N/A, , 30, 0.0, 166, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 60
0.8, 0.2, 35, N/A, N/A, , 30, 0.0, 197, 0.1, , 30, 0.5, , 0, 1.0, , 30, 2.0, , 0
0.8, 0.2, 40, N/A, N/A, , 60, 0.0, 196, 0.1, , 30, 0.5, , 0, 1.0, , 30, 2.0, , 60
0.8, 0.2, 45, N/A, N/A, , 30, 0.0, 211, 0.1, , 0, 0.5, , 30, 1.0, , 30, 2.0, , 0
0.8, 0.2, 5, N/A, N/A, , 30, 0.0, 79, 0.1, , 60, 0.5, , 30, 1.0, , 30, 2.0, , 30
0.8, 0.2, 50, N/A, N/A, , 0, 0.0, 269, 0.1, , 0, 0.5, , 60, 1.0, , 30, 2.0, , 0
0.8, 0.2, 55, N/A, N/A, , 0, 0.0, 242, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 30
0.8, 0.2, 60, N/A, N/A, , 30, 0.0, 251, 0.1, , 0, 0.5, , 30, 1.0, , 0, 2.0, , 0
0.8, 0.2, 65, N/A, N/A, , 0, 0.0, 276, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 30
0.8, 0.2, 70, N/A, N/A, , 0, 0.0, 285, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 30
0.8, 0.2, 75, N/A, N/A, , 30, 0.0, 294, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 0
0.8, 0.2, 80, N/A, N/A, , 30, 0.0, 316, 0.1, , 30, 0.5, , 30, 1.0, , 0, 2.0, , 0
0.8, 0.2, 85, N/A, N/A, , 30, 0.0, 337, 0.1, , 60, 0.5, , 30, 1.0, , 30, 2.0, , 0
0.8, 0.2, 90, N/A, N/A, , 0, 0.0, 354, 0.1, , 30, 0.5, , 30, 1.0, , 0, 2.0, , 30
0.8, 0.2, 95, N/A, N/A, , 0, 0.0, 355, 0.1, , 0, 0.5, , 30, 1.0, , 30, 2.0, , 0
0.8, 0.4, 10, N/A, N/A, , 0, 430.0, 121, 0.1, , 60, 0.5, , 30, 1.0, , 0, 2.0, , 0
0.8, 0.4, 100, N/A, N/A, , 0, 1981.0, 4769, 0.1, , 0, 0.5, , 30, 1.0, , 60, 2.0, , 0
0.8, 0.4, 15, N/A, N/A, , 30, 728.0, 133, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 30
0.8, 0.4, 20, N/A, N/A, , 60, 606.0, 167, 0.1, , 60, 0.5, , 30, 1.0, , 0, 2.0, , 30
0.8, 0.4, 25, N/A, N/A, , 30, 73.0, 176, 0.1, , 60, 0.5, , 0, 1.0, , 0, 2.0, , 30
0.8, 0.4, 30, N/A, N/A, , 0, 7.0, 180, 0.1, , 30, 0.5, , 0, 1.0, , 30, 2.0, , 0
0.8, 0.4, 35, N/A, N/A, , 30, 355.0, 240, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 30
0.8, 0.4, 40, N/A, N/A, , 0, 536.0, 495, 0.1, , 0, 0.5, , 60, 1.0, , 0, 2.0, , 30
0.8, 0.4, 45, N/A, N/A, , 0, 52.0, 261, 0.1, , 30, 0.5, , 30, 1.0, , 60, 2.0, , 30
0.8, 0.4, 5, N/A, N/A, , 30, 156.0, 96, 0.1, , 30, 0.5, , 0, 1.0, , 30, 2.0, , 60
0.8, 0.4, 50, N/A, N/A, , 0, 101.0, 269, 0.1, , 0, 0.5, , 0, 1.0, , 0, 2.0, , 30
0.8, 0.4, 55, N/A, N/A, , 30, 651.0, 667, 0.1, , 0, 0.5, , 813, 1.0, , 30, 2.0, , 0
0.8, 0.4, 60, N/A, N/A, , 30, 1935.0, 1166, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 30
0.8, 0.4, 65, N/A, N/A, , 60, 675.0, 1023, 0.1, , 30, 0.5, , 0, 1.0, , 30, 2.0, , 30
0.8, 0.4, 70, N/A, N/A, , 0, 118.0, 508, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 30
0.8, 0.4, 75, N/A, N/A, , 0, 846.0, 450, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 0
0.8, 0.4, 80, N/A, N/A, , 0, 1145.0, 1886, 0.1, , 30, 0.5, , 0, 1.0, , 30, 2.0, , 0
0.8, 0.4, 85, N/A, N/A, , 30, 3.0, 375, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 0
0.8, 0.4, 90, N/A, N/A, , 30, 610.0, 1542, 0.1, , 0, 0.5, , 30, 1.0, , 0, 2.0, , 0
0.8, 0.4, 95, N/A, N/A, , 0, 877.0, 648, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 0
0.8, 0.6, 10, N/A, N/A, , 0, 766.0, 122, 0.1, , 0, 0.5, , 0, 1.0, , 0, 2.0, , 0
0.8, 0.6, 100, N/A, N/A, , 60, 27822.0, 51831, 0.1, , 0, 0.5, , 0, 1.0, , 0, 2.0, , 30
0.8, 0.6, 15, N/A, N/A, , 60, 869.0, 202, 0.1, , 0, 0.5, , 30, 1.0, , 30, 2.0, , 30
0.8, 0.6, 20, N/A, N/A, , 0, 2224.0, 270, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 30
0.8, 0.6, 25, N/A, N/A, , 30, 2891.0, 444, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 30
0.8, 0.6, 30, N/A, N/A, , 30, 2379.0, 728, 0.1, , 0, 0.5, , 0, 1.0, , 0, 2.0, , 30
0.8, 0.6, 35, N/A, N/A, , 60, 4341.0, 1568, 0.1, , 0, 0.5, , 0, 1.0, , 0, 2.0, , 0
0.8, 0.6, 40, N/A, N/A, , 30, 7862.0, 1779, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 30
0.8, 0.6, 45, N/A, N/A, , 30, 4902.0, 1752, 0.1, , 30, 0.5, , 0, 1.0, , 30, 2.0, , 30
0.8, 0.6, 5, N/A, N/A, , 30, 324.0, 93, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 0
0.8, 0.6, 50, N/A, N/A, , 0, 5507.0, 901, 0.1, , 0, 0.5, , 60, 1.0, , 0, 2.0, , 30
0.8, 0.6, 55, N/A, N/A, , 0, 18054.0, 2032, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 0
0.8, 0.6, 60, N/A, N/A, , 60, 4624.0, 3548, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 0
0.8, 0.6, 65, N/A, N/A, , 60, 11305.0, 9962, 0.1, , 0, 0.5, , 0, 1.0, , 0, 2.0, , 30
0.8, 0.6, 70, N/A, N/A, , 0, 10219.0, 3383, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 30
0.8, 0.6, 75, N/A, N/A, , 30, 24600.0, 19354, 0.1, , 0, 0.5, , 30, 1.0, , 0, 2.0, , 0
0.8, 0.6, 80, N/A, N/A, , 60, 20243.0, 38695, 0.1, , 30, 0.5, , 30, 1.0, , 0, 2.0, , 0
0.8, 0.6, 85, N/A, N/A, , 30, 12293.0, 31643, 0.1, , 60, 0.5, , 30, 1.0, , 0, 2.0, , 0
0.8, 0.6, 90, N/A, N/A, , 0, 25513.0, 17479, 0.1, , 60, 0.5, , 0, 1.0, , 0, 2.0, , 0
0.8, 0.6, 95, N/A, N/A, , 30, 28872.0, 90616, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 30
0.8, 0.8, 10, N/A, N/A, , 0, 1634.0, 152, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 0
0.8, 0.8, 100, N/A, N/A, , 0, 103319.0, 6510, 0.1, , 30, 0.5, , 0, 1.0, , 60, 2.0, , 30
0.8, 0.8, 15, N/A, N/A, , 30, 2790.0, 190, 0.1, , 0, 0.5, , 60, 1.0, , 30, 2.0, , 30
0.8, 0.8, 20, N/A, N/A, , 30, 6807.0, 241, 0.1, , 60, 0.5, , 0, 1.0, , 0, 2.0, , 30
0.8, 0.8, 25, N/A, N/A, , 0, 5646.0, 337, 0.1, , 0, 0.5, , 30, 1.0, , 30, 2.0, , 0
0.8, 0.8, 30, N/A, N/A, , 0, 10383.0, 438, 0.1, , 0, 0.5, , 0, 1.0, , 0, 2.0, , 0
0.8, 0.8, 35, N/A, N/A, , 60, 14481.0, 545, 0.1, , 30, 0.5, , 60, 1.0, , 30, 2.0, , 0
0.8, 0.8, 40, N/A, N/A, , 30, 15522.0, 733, 0.1, , 60, 0.5, , 0, 1.0, , 30, 2.0, , 30
0.8, 0.8, 45, N/A, N/A, , 30, 21805.0, 873, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 30
0.8, 0.8, 5, N/A, N/A, , 30, 441.0, 117, 0.1, , 0, 0.5, , 0, 1.0, , 60, 2.0, , 0
0.8, 0.8, 50, N/A, N/A, , 30, 21647.0, 1014, 0.1, , 60, 0.5, , 30, 1.0, , 30, 2.0, , 0
0.8, 0.8, 55, N/A, N/A, , 30, 35738.0, 1448, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 0
0.8, 0.8, 60, N/A, N/A, , 0, 32150.0, 2306, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 0
0.8, 0.8, 65, N/A, N/A, , 30, 36191.0, 2087, 0.1, , 60, 0.5, , 0, 1.0, , 0, 2.0, , 0
0.8, 0.8, 70, N/A, N/A, , 0, 38091.0, 4039, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 30
0.8, 0.8, 75, N/A, N/A, , 0, 44794.0, 3873, 0.1, , 60, 0.5, , 30, 1.0, , 30, 2.0, , 0
0.8, 0.8, 80, N/A, N/A, , 0, 63890.0, 3795, 0.1, , 0, 0.5, , 30, 1.0, , 0, 2.0, , 30
0.8, 0.8, 85, N/A, N/A, , 30, 68513.0, 4282, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 0
0.8, 0.8, 90, N/A, N/A, , 30, 75041.0, 6677, 0.1, , 0, 0.5, , 30, 1.0, , 0, 2.0, , 0
0.8, 0.8, 95, N/A, N/A, , 30, 73248.0, 10136, 0.1, , 60, 0.5, , 0, 1.0, , 0, 2.0, , 0
0.8, 1.0, 10, N/A, N/A, , 0, 1559.0, 140, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 30
0.8, 1.0, 100, N/A, N/A, , 60, 178786.0, 3045, 0.1, , 60, 0.5, , 0, 1.0, , 0, 2.0, , 30
0.8, 1.0, 15, N/A, N/A, , 30, 4547.0, 167, 0.1, , 0, 0.5, , 30, 1.0, , 30, 2.0, , 0
0.8, 1.0, 20, N/A, N/A, , 60, 5987.0, 224, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 0
0.8, 1.0, 25, N/A, N/A, , 0, 12590.0, 232, 0.1, , 0, 0.5, , 30, 1.0, , 30, 2.0, , 0
0.8, 1.0, 30, N/A, N/A, , 0, 14298.0, 303, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 30
0.8, 1.0, 35, N/A, N/A, , 60, 26890.0, 464, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 0
