RDD, TF, n, Tardiness BestFirst, Runtime BestFirst, Tardiness Greedy, Runtime Greedy, Tardiness Exact, Runtime Exact, Epsilon, Tardiness Approx, Runtime Approx, Epsilon, Tardiness Approx, Runtime Approx
0.4, 1.0, 25, N/A, N/A, 15127.0, 13763, 10888.0, 9366, 0.5, 10899.0, 92038, 2.0, 10926.0, 83997
0.4, 1.0, 30, N/A, N/A, 23186.0, 24093, 16232.0, 15661, 0.5, 16242.0, 126854, 2.0, 16271.0, 129294
0.4, 1.0, 35, N/A, N/A, 34402.0, 39905, 24061.0, 11173, 0.5, 24061.0, 102941, 2.0, 24081.0, 108001
0.4, 1.0, 40, N/A, N/A, 43938.0, 60174, 31630.0, 19004, 0.5, 31633.0, 176789, 2.0, 31658.0, 201907
0.4, 1.0, 45, N/A, N/A, 49887.0, 85895, 32751.0, 31743, 0.5, 32751.0, 298132, 2.0, 32786.0, 294006
0.4, 1.0, 5, 604.0, 43670, 614.0, 391, 604.0, 722, 0.5, 604.0, 5089, 2.0, 604.0, 3192
0.4, 1.0, 50, N/A, N/A, 57896.0, 108001, 38905.0, 75384, 0.5, 38906.0, 796215, 2.0, 39028.0, 765465
0.4, 1.0, 55, N/A, N/A, 87166.0, 149081, 59271.0, 101917, 0.5, 59277.0, 1040648, 2.0, 59350.0, 992671
0.4, 1.0, 60, N/A, N/A, 105988.0, 187631, 73786.0, 48338, 0.5, 73791.0, 462483, 2.0, 73840.0, 464833
0.4, 1.0, 65, N/A, N/A, 112184.0, 232838, 74714.0, 121373, 0.5, 74717.0, 1149704, 2.0, 74777.0, 1132627
0.4, 1.0, 70, N/A, N/A, 126460.0, 301536, 91448.0, 128481, 0.5, 91448.0, 982552, 2.0, 91504.0, 1052966
0.4, 1.0, 75, N/A, N/A, 129079.0, 363849, 85601.0, 108091, 0.5, 85610.0, 1066128, 2.0, 85677.0, 1107268
0.4, 1.0, 80, N/A, N/A, 175488.0, 421042, 131296.0, 138962, 0.5, 131300.0, 1679018, 2.0, 131346.0, 1384319
0.4, 1.0, 85, N/A, N/A, 187417.0, 516092, 123188.0, 280363, 0.5, 123190.0, 2919827, 2.0, 123286.0, 3136402
0.4, 1.0, 90, N/A, N/A, 203613.0, 617679, 131567.0, 306716, 0.5, 131574.0, 3156399, 2.0, 131600.0, 2955004
0.4, 1.0, 95, N/A, N/A, 217296.0, 736492, 150723.0, 707489, 0.5, 150741.0, 6041592, 2.0, 150802.0, 5804598
0.6, 0.2, 10, 3.0, 3743529037, 3.0, 1475, 3.0, 2349, 0.5, 3.0, 9276, 2.0, 3.0, 6144
0.6, 0.2, 100, N/A, N/A, 0.0, 828862, 0.0, 28069, 0.5, 0.0, 2348, 2.0, 0.0, 994
0.6, 0.2, 15, N/A, N/A, 0.0, 3403, 0.0, 1837, 0.5, 0.0, 753, 2.0, 0.0, 602
0.6, 0.2, 20, N/A, N/A, 0.0, 7589, 0.0, 5541, 0.5, 0.0, 722, 2.0, 0.0, 572
0.6, 0.2, 25, N/A, N/A, 0.0, 15390, 0.0, 3764, 0.5, 0.0, 572, 2.0, 0.0, 301
0.6, 0.2, 30, N/A, N/A, 0.0, 23702, 0.0, 4035, 0.5, 0.0, 331, 2.0, 0.0, 361
0.6, 0.2, 35, N/A, N/A, 0.0, 37526, 0.0, 6174, 0.5, 0.0, 421, 2.0, 0.0, 421
0.6, 0.2, 40, N/A, N/A, 0.0, 57012, 0.0, 7439, 0.5, 0.0, 481, 2.0, 0.0, 542
0.6, 0.2, 45, N/A, N/A, 0.0, 85021, 0.0, 10089, 0.5, 0.0, 662, 2.0, 0.0, 481
0.6, 0.2, 5, 2.0, 89148, 2.0, 391, 2.0, 1475, 0.5, 2.0, 7378, 2.0, 2.0, 5873
0.6, 0.2, 50, N/A, N/A, 0.0, 116584, 0.0, 10420, 0.5, 0.0, 662, 2.0, 0.0, 542
0.6, 0.2, 55, N/A, N/A, 0.0, 147846, 0.0, 14847, 0.5, 0.0, 542, 2.0, 0.0, 572
0.6, 0.2, 60, N/A, N/A, 0.0, 200251, 0.0, 14034, 0.5, 0.0, 511, 2.0, 0.0, 482
0.6, 0.2, 65, N/A, N/A, 0.0, 244553, 0.0, 14486, 0.5, 0.0, 512, 2.0, 0.0, 722
0.6, 0.2, 70, N/A, N/A, 0.0, 289940, 0.0, 14064, 0.5, 0.0, 662, 2.0, 0.0, 632
0.6, 0.2, 75, N/A, N/A, 0.0, 354482, 0.0, 14968, 0.5, 0.0, 572, 2.0, 0.0, 572
0.6, 0.2, 80, N/A, N/A, 0.0, 440226, 0.0, 23070, 0.5, 0.0, 722, 2.0, 0.0, 753
0.6, 0.2, 85, N/A, N/A, 0.0, 516363, 0.0, 26141, 0.5, 0.0, 632, 2.0, 0.0, 782
0.6, 0.2, 90, N/A, N/A, 0.0, 610782, 0.0, 29424, 0.5, 0.0, 692, 2.0, 0.0, 1023
0.6, 0.2, 95, N/A, N/A, 0.0, 719265, 0.0, 26352, 0.5, 0.0, 783, 2.0, 0.0, 752
0.6, 0.4, 10, 126.0, 2497526905, 201.0, 1445, 126.0, 4216, 0.5, 128.0, 24665, 2.0, 128.0, 8945
0.6, 0.4, 100, N/A, N/A, 9068.0, 807961, 5216.0, 39593348, 0.5, 5216.0, 408118643, 2.0, 5233.0, 406780886
0.6, 0.4, 15, N/A, N/A, 143.0, 3312, 81.0, 4879, 0.5, 81.0, 35388, 2.0, 81.0, 10300
0.6, 0.4, 20, N/A, N/A, 244.0, 7107, 244.0, 5451, 0.5, 244.0, 42164, 2.0, 244.0, 47344
0.6, 0.4, 25, N/A, N/A, 813.0, 13131, 520.0, 25479, 0.5, 520.0, 232145, 2.0, 520.0, 222809
0.6, 0.4, 30, N/A, N/A, 1607.0, 25358, 1013.0, 50266, 0.5, 1013.0, 341773, 2.0, 1019.0, 376889
0.6, 0.4, 35, N/A, N/A, 3272.0, 38309, 1533.0, 203865, 0.5, 1533.0, 2000371, 2.0, 1563.0, 2146019
0.6, 0.4, 40, N/A, N/A, 709.0, 56530, 549.0, 365234, 0.5, 549.0, 3727969, 2.0, 549.0, 3716313
0.6, 0.4, 45, N/A, N/A, 1165.0, 81859, 668.0, 233319, 0.5, 668.0, 2316906, 2.0, 668.0, 2389970
0.6, 0.4, 5, 53.0, 42164, 53.0, 542, 53.0, 1024, 0.5, 53.0, 6414, 2.0, 53.0, 4728
0.6, 0.4, 50, N/A, N/A, 1753.0, 113753, 927.0, 137365, 0.5, 927.0, 1420851, 2.0, 936.0, 1448439
0.6, 0.4, 55, N/A, N/A, 2809.0, 144895, 1716.0, 2685694, 0.5, 1717.0, 25389501, 2.0, 1717.0, 23801287
0.6, 0.4, 60, N/A, N/A, 5100.0, 194619, 3075.0, 3398695, 0.5, 3075.0, 34677305, 2.0, 3075.0, 35415965
0.6, 0.4, 65, N/A, N/A, 3235.0, 247565, 2127.0, 2732948, 0.5, 2127.0, 24906417, 2.0, 2127.0, 24555759
0.6, 0.4, 70, N/A, N/A, 2936.0, 343037, 2111.0, 1515781, 0.5, 2113.0, 15098304, 2.0, 2113.0, 14561310
0.6, 0.4, 75, N/A, N/A, 4095.0, 359813, 2401.0, 5653167, 0.5, 2401.0, 60518297, 2.0, 2414.0, 60962590
0.6, 0.4, 80, N/A, N/A, 2355.0, 450406, 1835.0, 2835800, 0.5, 1835.0, 18004459, 2.0, 1835.0, 16282734
0.6, 0.4, 85, N/A, N/A, 2777.0, 512810, 1674.0, 5403162, 0.5, 1674.0, 58110586, 2.0, 1702.0, 56499634
0.6, 0.4, 90, N/A, N/A, 17460.0, 616594, 7968.0, 48027050, 0.5, 7970.0, 502947686, 2.0, 7977.0, 495063808
0.6, 0.4, 95, N/A, N/A, 3706.0, 748358, 2608.0, 6294880, 0.5, 2608.0, 64496121, 2.0, 2608.0, 66256517
0.6, 0.6, 10, 506.0, 4666568986, 819.0, 1475, 506.0, 4065, 0.5, 506.0, 21925, 2.0, 545.0, 18672
0.6, 0.6, 100, N/A, N/A, 64145.0, 812087, 36728.0, 898875293, 0.5, 36730.0, 11244802855, 2.0, 36833.0, 11204045196
0.6, 0.6, 15, N/A, N/A, 1337.0, 3493, 1074.0, 19606, 0.5, 1074.0, 109687, 2.0, 1103.0, 143027
0.6, 0.6, 20, N/A, N/A, 2157.0, 7529, 1372.0, 29816, 0.5, 1374.0, 292952, 2.0, 1374.0, 301355
0.6, 0.6, 25, N/A, N/A, 4429.0, 15390, 2861.0, 60686, 0.5, 2861.0, 571147, 2.0, 2867.0, 516665
0.6, 0.6, 30, N/A, N/A, 5137.0, 23612, 3125.0, 376468, 0.5, 3125.0, 3896717, 2.0, 3144.0, 3450738
0.6, 0.6, 35, N/A, N/A, 9816.0, 37948, 5381.0, 440588, 0.5, 5381.0, 9284942, 2.0, 5430.0, 5948168
0.6, 0.6, 40, N/A, N/A, 11148.0, 57253, 7433.0, 1462473, 0.5, 7433.0, 17405724, 2.0, 7433.0, 12144775
0.6, 0.6, 45, N/A, N/A, 13372.0, 82311, 7128.0, 2703132, 0.5, 7128.0, 24244014, 2.0, 7144.0, 20986750
0.6, 0.6, 5, 99.0, 38249, 142.0, 542, 99.0, 813, 0.5, 99.0, 4637, 2.0, 99.0, 3162
0.6, 0.6, 50, N/A, N/A, 11334.0, 115801, 6866.0, 6769351, 0.5, 6866.0, 70170883, 2.0, 6894.0, 66450744
0.6, 0.6, 55, N/A, N/A, 14869.0, 163116, 8771.0, 2248419, 0.5, 8771.0, 24797633, 2.0, 8776.0, 26447407
0.6, 0.6, 60, N/A, N/A, 18261.0, 195281, 10767.0, 2087079, 0.5, 10767.0, 17314889, 2.0, 10778.0, 18930300
0.6, 0.6, 65, N/A, N/A, 22712.0, 250366, 11983.0, 11879200, 0.5, 11983.0, 123564052, 2.0, 12024.0, 116455698
0.6, 0.6, 70, N/A, N/A, 38246.0, 299909, 20103.0, 49911469, 0.5, 20106.0, 496337084, 2.0, 20174.0, 498258186
0.6, 0.6, 75, N/A, N/A, 22958.0, 372041, 15389.0, 10872433, 0.5, 15389.0, 112735801, 2.0, 15395.0, 115284822
0.6, 0.6, 80, N/A, N/A, 23351.0, 441220, 13471.0, 33989301, 0.5, 13471.0, 300524887, 2.0, 13576.0, 287478153
0.6, 0.6, 85, N/A, N/A, 33210.0, 526694, 19165.0, 44730724, 0.5, 19165.0, 491239974, 2.0, 19236.0, 449774344
0.6, 0.6, 90, N/A, N/A, 48705.0, 604096, 29051.0, 109012831, 0.5, 29054.0, 1373420346, 2.0, 29171.0, 1259607876
0.6, 0.6, 95, N/A, N/A, 50659.0, 736883, 33609.0, 152468803, 0.5, 33620.0, 1685674931, 2.0, 33712.0, 1551253774
0.6, 0.8, 10, 1152.0, 4523570979, 2022.0, 1415, 1152.0, 4367, 0.5, 1152.0, 26533, 2.0, 1223.0, 20480
0.6, 0.8, 100, N/A, N/A, 138678.0, 839795, 79183.0, 18321385, 0.5, 79191.0, 210458830, 2.0, 79279.0, 203993093
0.6, 0.8, 15, N/A, N/A, 4555.0, 3553, 2349.0, 4608, 0.5, 2357.0, 32768, 2.0, 2391.0, 43941
0.6, 0.8, 20, N/A, N/A, 6633.0, 8071, 3980.0, 23642, 0.5, 3987.0, 215882, 2.0, 4042.0, 276026
0.6, 0.8, 25, N/A, N/A, 10391.0, 14125, 6805.0, 19696, 0.5, 6819.0, 194076, 2.0, 6831.0, 178777
0.6, 0.8, 30, N/A, N/A, 13555.0, 23039, 8517.0, 103724, 0.5, 8519.0, 1098745, 2.0, 8567.0, 865515
0.6, 0.8, 35, N/A, N/A, 14344.0, 37375, 9777.0, 77311, 0.5, 9777.0, 728661, 2.0, 9851.0, 679269
0.6, 0.8, 40, N/A, N/A, 28349.0, 59361, 17005.0, 300060, 0.5, 17007.0, 3106345, 2.0, 17040.0, 7036884
0.6, 0.8, 45, N/A, N/A, 34063.0, 81196, 20273.0, 398875, 0.5, 20278.0, 3932436, 2.0, 20362.0, 3990382
0.6, 0.8, 5, 297.0, 46080, 374.0, 542, 297.0, 963, 0.5, 297.0, 4367, 2.0, 297.0, 3312
0.6, 0.8, 50, N/A, N/A, 41744.0, 113753, 27736.0, 232657, 0.5, 27741.0, 2717136, 2.0, 27845.0, 2804537
0.6, 0.8, 55, N/A, N/A, 48731.0, 149141, 27770.0, 1001134, 0.5, 27780.0, 9349785, 2.0, 27852.0, 8662685
0.6, 0.8, 60, N/A, N/A, 47795.0, 183355, 23138.0, 2014918, 0.5, 23160.0, 23797823, 2.0, 23327.0, 23171561
0.6, 0.8, 65, N/A, N/A, 59600.0, 246722, 35858.0, 3510912, 0.5, 35862.0, 37496148, 2.0, 35935.0, 33072405
0.6, 0.8, 70, N/A, N/A, 76627.0, 304969, 48167.0, 4128923, 0.5, 48175.0, 44153252, 2.0, 48417.0, 41970790
0.6, 0.8, 75, N/A, N/A, 69792.0, 427939, 45497.0, 2471499, 0.5, 45505.0, 20918775, 2.0, 45558.0, 20664493
0.6, 0.8, 80, N/A, N/A, 89590.0, 441491, 59236.0, 2847726, 0.5, 59236.0, 27848411, 2.0, 59316.0, 27093999
0.6, 0.8, 85, N/A, N/A, 102497.0, 537837, 59412.0, 3046682, 0.5, 59412.0, 34339898, 2.0, 59540.0, 38409792
0.6, 0.8, 90, N/A, N/A, 107943.0, 697068, 56937.0, 24672254, 0.5, 56937.0, 200533892, 2.0, 57630.0, 254809954
0.6, 0.8, 95, N/A, N/A, 169323.0, 713603, 100470.0, 9620601, 0.5, 100481.0, 105982592, 2.0, 100588.0, 108672774
0.6, 1.0, 10, 1867.0, 5254036267, 2567.0, 1415, 1867.0, 2409, 0.5, 1867.0, 10992, 2.0, 1867.0, 7529
0.6, 1.0, 100, N/A, N/A, 248895.0, 875635, 182844.0, 507238, 0.5, 182851.0, 4676458, 2.0, 182980.0, 4876528
0.6, 1.0, 15, N/A, N/A, 5942.0, 3433, 3597.0, 4638, 0.5, 3600.0, 34906, 2.0, 3636.0, 32466
0.6, 1.0, 20, N/A, N/A, 9635.0, 6987, 7565.0, 5120, 0.5, 7567.0, 40839, 2.0, 7603.0, 39664
0.6, 1.0, 25, N/A, N/A, 15057.0, 19937, 11818.0, 10842, 0.5, 11818.0, 52856, 2.0, 11832.0, 51982
0.6, 1.0, 30, N/A, N/A, 22730.0, 24997, 17646.0, 9426, 0.5, 17648.0, 80443, 2.0, 17655.0, 76046
0.6, 1.0, 35, N/A, N/A, 26534.0, 39664, 18854.0, 21022, 0.5, 18859.0, 202269, 2.0, 18927.0, 210370
0.6, 1.0, 40, N/A, N/A, 44638.0, 56048, 28324.0, 43128, 0.5, 28328.0, 427246, 2.0, 28359.0, 438479
0.6, 1.0, 45, N/A, N/A, 49672.0, 82491, 35706.0, 63276, 0.5, 35714.0, 647947, 2.0, 35788.0, 731944
0.6, 1.0, 5, 496.0, 80414, 568.0, 451, 496.0, 813, 0.5, 496.0, 3885, 2.0, 522.0, 4577
0.6, 1.0, 50, N/A, N/A, 62939.0, 121915, 43998.0, 74601, 0.5, 43998.0, 706073, 2.0, 44092.0, 807147
0.6, 1.0, 55, N/A, N/A, 74955.0, 146672, 54506.0, 49995, 0.5, 54517.0, 481186, 2.0, 54529.0, 537386
0.6, 1.0, 60, N/A, N/A, 96814.0, 194619, 73412.0, 85262, 0.5, 73417.0, 869430, 2.0, 73462.0, 903764
0.6, 1.0, 65, N/A, N/A, 106778.0, 252143, 73834.0, 231211, 0.5, 73836.0, 2469541, 2.0, 73941.0, 2278626
0.6, 1.0, 70, N/A, N/A, 121502.0, 295542, 84680.0, 241933, 0.5, 84680.0, 2121323, 2.0, 84722.0, 2151531
0.6, 1.0, 75, N/A, N/A, 152046.0, 361409, 108631.0, 232898, 0.5, 108633.0, 2542696, 2.0, 108663.0, 2283264
0.6, 1.0, 80, N/A, N/A, 164133.0, 461188, 114628.0, 174982, 0.5, 114642.0, 1796958, 2.0, 114722.0, 1810481
0.6, 1.0, 85, N/A, N/A, 189617.0, 512960, 142345.0, 206124, 0.5, 142346.0, 2134364, 2.0, 142479.0, 2120480
0.6, 1.0, 90, N/A, N/A, 191207.0, 630840, 121606.0, 847174, 0.5, 121623.0, 18381198, 2.0, 121704.0, 9422338
0.6, 1.0, 95, N/A, N/A, 231063.0, 728240, 164996.0, 370354, 0.5, 164996.0, 3622498, 2.0, 165135.0, 3518321
0.8, 0.2, 10, 0.0, 2353614833, 0.0, 1355, 0.0, 2198, 0.5, 0.0, 451, 2.0, 0.0, 210
0.8, 0.2, 100, N/A, N/A, 0.0, 832356, 0.0, 32225, 0.5, 0.0, 692, 2.0, 0.0, 933
0.8, 0.2, 15, N/A, N/A, 0.0, 5270, 0.0, 4457, 0.5, 0.0, 241, 2.0, 0.0, 903
0.8, 0.2, 20, N/A, N/A, 0.0, 15390, 0.0, 5662, 0.5, 0.0, 331, 2.0, 0.0, 361
0.8, 0.2, 25, N/A, N/A, 0.0, 13703, 0.0, 3674, 0.5, 0.0, 271, 2.0, 0.0, 271
0.8, 0.2, 30, N/A, N/A, 0.0, 23973, 0.0, 4668, 0.5, 0.0, 331, 2.0, 0.0, 421
0.8, 0.2, 35, N/A, N/A, 0.0, 40718, 0.0, 6716, 0.5, 0.0, 391, 2.0, 0.0, 331
0.8, 0.2, 40, N/A, N/A, 0.0, 57915, 0.0, 9035, 0.5, 0.0, 391, 2.0, 0.0, 301
0.8, 0.2, 45, N/A, N/A, 0.0, 82130, 0.0, 9336, 0.5, 0.0, 421, 2.0, 0.0, 572
0.8, 0.2, 5, 0.0, 31924, 0.0, 361, 0.0, 632, 0.5, 0.0, 240, 2.0, 0.0, 271
0.8, 0.2, 50, N/A, N/A, 0.0, 112247, 0.0, 14185, 0.5, 0.0, 421, 2.0, 0.0, 451
0.8, 0.2, 55, N/A, N/A, 0.0, 145407, 0.0, 12077, 0.5, 0.0, 542, 2.0, 0.0, 541
0.8, 0.2, 60, N/A, N/A, 0.0, 186306, 0.0, 13010, 0.5, 0.0, 451, 2.0, 0.0, 391
0.8, 0.2, 65, N/A, N/A, 0.0, 235066, 0.0, 29123, 0.5, 0.0, 572, 2.0, 0.0, 512
0.8, 0.2, 70, N/A, N/A, 0.0, 298795, 0.0, 16414, 0.5, 0.0, 632, 2.0, 0.0, 662
0.8, 0.2, 75, N/A, N/A, 0.0, 352464, 0.0, 21744, 0.5, 0.0, 512, 2.0, 0.0, 572
0.8, 0.2, 80, N/A, N/A, 0.0, 429354, 0.0, 23521, 0.5, 0.0, 542, 2.0, 0.0, 602
0.8, 0.2, 85, N/A, N/A, 0.0, 561811, 0.0, 23822, 0.5, 0.0, 843, 2.0, 0.0, 662
0.8, 0.2, 90, N/A, N/A, 0.0, 615570, 0.0, 32556, 0.5, 0.0, 662, 2.0, 0.0, 723
0.8, 0.2, 95, N/A, N/A, 0.0, 736492, 0.0, 39333, 0.5, 0.0, 963, 2.0, 0.0, 873
0.8, 0.4, 10, 430.0, 3391925448, 723.0, 1536, 430.0, 5481, 0.5, 430.0, 29816, 2.0, 461.0, 16654
0.8, 0.4, 100, N/A, N/A, 3374.0, 882501, 1981.0, 132648653, 0.5, 1981.0, 928811628, 2.0, 1981.0, 857014311
0.8, 0.4, 15, N/A, N/A, 1153.0, 4577, 728.0, 5903, 0.5, 730.0, 45537, 2.0, 741.0, 47796
0.8, 0.4, 20, N/A, N/A, 1103.0, 7137, 606.0, 31804, 0.5, 608.0, 325840, 2.0, 608.0, 331201
0.8, 0.4, 25, N/A, N/A, 75.0, 13763, 73.0, 37104, 0.5, 73.0, 380985, 2.0, 75.0, 379510
0.8, 0.4, 30, N/A, N/A, 7.0, 23792, 7.0, 24726, 0.5, 7.0, 230187, 2.0, 7.0, 235096
0.8, 0.4, 35, N/A, N/A, 515.0, 37646, 355.0, 119536, 0.5, 355.0, 1201987, 2.0, 355.0, 1248218
0.8, 0.4, 40, N/A, N/A, 1090.0, 56771, 536.0, 592440, 0.5, 536.0, 6273196, 2.0, 536.0, 6259793
0.8, 0.4, 45, N/A, N/A, 52.0, 80052, 52.0, 18401, 0.5, 52.0, 179620, 2.0, 52.0, 172332
0.8, 0.4, 5, 156.0, 67463, 156.0, 1325, 156.0, 1054, 0.5, 156.0, 9155, 2.0, 156.0, 5903
0.8, 0.4, 50, N/A, N/A, 163.0, 113904, 101.0, 15269, 0.5, 101.0, 132095, 2.0, 101.0, 130589
0.8, 0.4, 55, N/A, N/A, 841.0, 165344, 639.0, 1926674, 0.5, 639.0, 18213504, 2.0, 640.0, 18196187
0.8, 0.4, 60, N/A, N/A, 2863.0, 194588, 1935.0, 5123010, 0.5, 1935.0, 53109372, 2.0, 1960.0, 57380208
0.8, 0.4, 65, N/A, N/A, 989.0, 237506, 675.0, 6213202, 0.5, 675.0, 62377628, 2.0, 675.0, 64508379
0.8, 0.4, 70, N/A, N/A, 118.0, 333189, 118.0, 1452565, 0.5, 118.0, 14729606, 2.0, 118.0, 7365707
0.8, 0.4, 75, N/A, N/A, 1878.0, 358036, 846.0, 237446, 0.5, 846.0, 2480293, 2.0, 846.0, 2589559
0.8, 0.4, 80, N/A, N/A, 1757.0, 432787, 1145.0, 12934937, 0.5, 1145.0, 129166592, 2.0, 1145.0, 114467494
0.8, 0.4, 85, N/A, N/A, 3.0, 566057, 3.0, 206033, 0.5, 3.0, 2062744, 2.0, 3.0, 2039614
0.8, 0.4, 90, N/A, N/A, 761.0, 640929, 610.0, 21769955, 0.5, 610.0, 218164322, 2.0, 610.0, 215425922
0.8, 0.4, 95, N/A, N/A, 1266.0, 714446, 877.0, 11715752, 0.5, 877.0, 117799419, 2.0, 882.0, 123962536
0.8, 0.6, 10, 766.0, 3200145889, 985.0, 1445, 766.0, 5150, 0.5, 766.0, 29244, 2.0, 785.0, 24877
0.8, 0.6, 100, N/A, N/A, 55292.0, 829525, 27778.0, 527993698, 0.5, 27787.0, 4796151802, 2.0, 27803.0, 4525717812
0.8, 0.6, 15, N/A, N/A, 1039.0, 3403, 869.0, 12137, 0.5, 869.0, 104899, 2.0, 906.0, 110049
0.8, 0.6, 20, N/A, N/A, 2756.0, 7198, 2224.0, 46230, 0.5, 2226.0, 518803, 2.0, 2226.0, 436733
0.8, 0.6, 25, N/A, N/A, 5260.0, 14125, 2886.0, 63337, 0.5, 2886.0, 611986, 2.0, 2912.0, 777181
0.8, 0.6, 30, N/A, N/A, 3293.0, 25087, 2373.0, 253709, 0.5, 2373.0, 2585825, 2.0, 2379.0, 10752294
0.8, 0.6, 35, N/A, N/A, 6115.0, 37586, 4341.0, 886025, 0.5, 4341.0, 9085926, 2.0, 4367.0, 9568889
0.8, 0.6, 40, N/A, N/A, 13635.0, 61499, 7824.0, 1676819, 0.5, 7827.0, 16993867, 2.0, 7889.0, 19994891
0.8, 0.6, 45, N/A, N/A, 8499.0, 80172, 4902.0, 2422558, 0.5, 4902.0, 25198888, 2.0, 4905.0, 25467415
0.8, 0.6, 5, 324.0, 46079, 442.0, 512, 324.0, 933, 0.5, 324.0, 5180, 2.0, 324.0, 4126
0.8, 0.6, 50, N/A, N/A, 7670.0, 112428, 5506.0, 1276649, 0.5, 5507.0, 12397852, 2.0, 5507.0, 9664241
0.8, 0.6, 55, N/A, N/A, 30088.0, 141401, 18054.0, 2743911, 0.5, 18058.0, 29075969, 2.0, 18152.0, 28366371
0.8, 0.6, 60, N/A, N/A, 6390.0, 190553, 4624.0, 14120390, 0.5, 4624.0, 144308417, 2.0, 4695.0, 139931145
0.8, 0.6, 65, N/A, N/A, 18765.0, 245276, 11202.0, 30487484, 0.5, 11202.0, 307766028, 2.0, 11238.0, 285010931
0.8, 0.6, 70, N/A, N/A, 16283.0, 300421, 10219.0, 8838270, 0.5, 10220.0, 90987952, 2.0, 10295.0, 87695872
0.8, 0.6, 75, N/A, N/A, 45397.0, 369962, 24526.0, 50323717, 0.5, 24528.0, 521686529, 2.0, 24613.0, 330975838
0.8, 0.6, 80, N/A, N/A, 35464.0, 436191, 20241.0, 150073110, 0.5, 20241.0, 1556333777, 2.0, 20310.0, 1494493413
0.8, 0.6, 85, N/A, N/A, 21031.0, 516634, 12288.0, 112971951, 0.5, 12288.0, 1114722770, 2.0, 12291.0, 1107190513
0.8, 0.6, 90, N/A, N/A, 43608.0, 615329, 25355.0, 35468129, 0.5, 25358.0, 385968124, 2.0, 25414.0, 393036933
0.8, 0.6, 95, N/A, N/A, 48439.0, 771669, 28872.0, 471563304, 0.5, 28875.0, 5182624242, 2.0, 28921.0, 5021417219
0.8, 0.8, 10, 1634.0, 6116122087, 2200.0, 1475, 1634.0, 3855, 0.5, 1634.0, 13342, 2.0, 1634.0, 10480
0.8, 0.8, 100, N/A, N/A, 168246.0, 865606, 103319.0, 8540378, 0.5, 103319.0, 89931552, 2.0, 103470.0, 88478113
0.8, 0.8, 15, N/A, N/A, 3449.0, 3493, 2790.0, 6234, 0.5, 2791.0, 43610, 2.0, 2813.0, 41291
0.8, 0.8, 20, N/A, N/A, 8961.0, 7499, 6807.0, 15811, 0.5, 6818.0, 138871, 2.0, 6828.0, 113753
0.8, 0.8, 25, N/A, N/A, 9742.0, 13552, 5609.0, 88997, 0.5, 5609.0, 907589, 2.0, 5662.0, 1088956
0.8, 0.8, 30, N/A, N/A, 15314.0, 25208, 10383.0, 88364, 0.5, 10385.0, 955988, 2.0, 10409.0, 856540
0.8, 0.8, 35, N/A, N/A, 23821.0, 40176, 14481.0, 80413, 0.5, 14494.0, 901988, 2.0, 14508.0, 935900
0.8, 0.8, 40, N/A, N/A, 22778.0, 69812, 15522.0, 246692, 0.5, 15522.0, 2492671, 2.0, 15568.0, 2277301
0.8, 0.8, 45, N/A, N/A, 31453.0, 81256, 21805.0, 299608, 0.5, 21809.0, 3240217, 2.0, 21932.0, 5522969
0.8, 0.8, 5, 441.0, 49693, 441.0, 542, 441.0, 813, 0.5, 441.0, 3915, 2.0, 441.0, 3644
0.8, 0.8, 50, N/A, N/A, 35977.0, 123903, 21642.0, 493354, 0.5, 21647.0, 4806626, 2.0, 21762.0, 5089971
0.8, 0.8, 55, N/A, N/A, 51780.0, 149623, 35738.0, 520971, 0.5, 35742.0, 5372653, 2.0, 35788.0, 5511435
0.8, 0.8, 60, N/A, N/A, 53789.0, 196215, 32150.0, 1830448, 0.5, 32160.0, 20245770, 2.0, 32270.0, 19192111
0.8, 0.8, 65, N/A, N/A, 54415.0, 245879, 36188.0, 1227316, 0.5, 36191.0, 12308404, 2.0, 36285.0, 13741212
0.8, 0.8, 70, N/A, N/A, 65195.0, 310842, 38091.0, 5836673, 0.5, 38094.0, 58949087, 2.0, 38206.0, 66259077
0.8, 0.8, 75, N/A, N/A, 80512.0, 383094, 44794.0, 4191025, 0.5, 44797.0, 42307955, 2.0, 44942.0, 45649547
0.8, 0.8, 80, N/A, N/A, 102328.0, 436161, 63890.0, 2504598, 0.5, 63908.0, 26163821, 2.0, 63924.0, 25361522
0.8, 0.8, 85, N/A, N/A, 104658.0, 550818, 68512.0, 4628692, 0.5, 68518.0, 47685488, 2.0, 68583.0, 41158070
0.8, 0.8, 90, N/A, N/A, 131080.0, 642104, 75041.0, 6611475, 0.5, 75058.0, 72921270, 2.0, 75174.0, 68735786
0.8, 0.8, 95, N/A, N/A, 112390.0, 741943, 73246.0, 23277514, 0.5, 73255.0, 192879117, 2.0, 73324.0, 194518592
0.8, 1.0, 10, 1559.0, 5131687394, 2046.0, 1415, 1559.0, 2710, 0.5, 1559.0, 10721, 2.0, 1573.0, 11083
0.8, 1.0, 100, N/A, N/A, 254362.0, 880785, 178786.0, 944122, 0.5, 178789.0, 9809678, 2.0, 178951.0, 10749072
0.8, 1.0, 15, N/A, N/A, 5479.0, 3433, 4547.0, 2981, 0.5, 4547.0, 20208, 2.0, 4578.0, 20449
